Data,Casos,Mortes,Estado,
3/27/2020,119,2,PR,
3/27/2020,149,1,SC,
3/27/2020,195,2,RS,
3/28/2020,25,0,AC,
3/28/2020,111,1,AM,
3/28/2020,4,0,AP,
3/28/2020,17,0,PA,
3/28/2020,6,0,RO,
3/28/2020,12,0,RR,
3/28/2020,9,0,TO,
3/28/2020,14,0,AL,
3/28/2020,128,0,BA,
3/28/2020,314,4,CE,
3/28/2020,14,0,MA,
3/28/2020,14,0,PB,
3/28/2020,68,5,PE,
3/28/2020,11,1,PI,
3/28/2020,45,0,RN,
3/28/2020,16,0,SE,
3/28/2020,53,0,ES,
3/28/2020,205,0,MG,
3/28/2020,558,13,RJ,
3/28/2020,1406,84,SP,
3/28/2020,260,0,DF,
3/28/2020,56,1,GO,
3/28/2020,31,0,MS,
3/28/2020,13,0,MT,
3/28/2020,133,2,PR,
3/28/2020,184,1,SC,
3/28/2020,197,2,RS,
3/29/2020,34,0,AC,
3/29/2020,140,1,AM,
3/29/2020,4,0,AP,
3/29/2020,18,0,PA,
3/29/2020,6,0,RO,
3/29/2020,16,0,RR,
3/29/2020,9,0,TO,
3/29/2020,17,0,AL,
3/29/2020,154,1,BA,
3/29/2020,348,5,CE,
3/29/2020,16,0,MA,
3/29/2020,14,0,PB,
3/29/2020,73,5,PE,
3/29/2020,14,1,PI,
3/29/2020,68,1,RN,
3/29/2020,16,0,SE,
3/29/2020,60,0,ES,
3/29/2020,231,0,MG,
3/29/2020,600,17,RJ,
3/29/2020,1451,98,SP,
3/29/2020,289,1,DF,
3/29/2020,58,1,GO,
3/29/2020,36,0,MS,
3/29/2020,16,0,MT,
3/29/2020,148,2,PR,
3/29/2020,194,1,SC,
3/29/2020,226,2,RS,
3/30/2020,42,0,AC,
3/30/2020,17,0,AL,
3/30/2020,8,0,AP,
3/30/2020,151,1,AM,
3/30/2020,176,1,BA,
3/30/2020,372,5,CE,
3/30/2020,312,1,DF,
3/30/2020,72,0,ES,
3/30/2020,61,1,GO,
3/30/2020,23,1,MA,
3/30/2020,18,0,MT,
3/30/2020,44,0,MS,
3/30/2020,261,1,MG,
3/30/2020,155,3,PR,
3/30/2020,15,0,PB,
3/30/2020,21,0,PA,
3/30/2020,78,6,PE,
3/30/2020,16,3,PI,
3/30/2020,77,1,RN,
3/30/2020,241,3,RS,
3/30/2020,657,18,RJ,
3/30/2020,6,0,RO,
3/30/2020,16,0,RR,
3/30/2020,197,1,SC,
3/30/2020,16,0,SE,
3/30/2020,1517,113,SP,
3/30/2020,10,0,TO,
